Transaction_ID,Order_ID,Transaction_Mode,Rewards
TR_41008983,OR_31004483,COD,Yes
TR_41008984,OR_31003235,COD,Yes
TR_41008985,OR_31003135,Debit Card,Yes
TR_41008986,OR_31000724,Credit Card,Yes
TR_41008987,OR_31008512,UPI,No
TR_41008988,OR_31005376,UPI,No
TR_41008989,OR_31001587,Debit Card,Yes
TR_41008990,OR_31002606,UPI,Yes
TR_41008991,OR_31009944,Wallet,Yes
TR_41008992,OR_31009735,UPI,No
TR_41008993,OR_31006523,Credit Card,Yes
TR_41008994,OR_31001973,Wallet,Yes
TR_41008995,OR_31000265,COD,No
TR_41008996,OR_31001551,COD,No
TR_41008997,OR_31004912,UPI,No
TR_41008998,OR_31005407,UPI,Yes
TR_41008999,OR_31001673,Wallet,Yes
TR_41009000,OR_31003116,Wallet,No
TR_41009001,OR_31002958,Credit Card,Yes
TR_41009002,OR_31009451,UPI,Yes
TR_41009003,OR_31006880,Debit Card,Yes
TR_41009004,OR_31009741,Debit Card,Yes
TR_41009005,OR_31005857,Credit Card,No
TR_41009006,OR_31008567,Debit Card,Yes
TR_41009007,OR_31008669,Wallet,No
TR_41009008,OR_31009757,Wallet,Yes
TR_41009009,OR_31007065,Debit Card,No
TR_41009010,OR_31003307,UPI,Yes
TR_41009011,OR_31004964,UPI,Yes
TR_41009012,OR_31005283,Credit Card,Yes
TR_41009013,OR_31006234,UPI,Yes
TR_41009014,OR_31003137,Wallet,Yes
TR_41009015,OR_31000975,Debit Card,Yes
TR_41009016,OR_31003898,COD,No
TR_41009017,OR_31001886,Debit Card,Yes
TR_41009018,OR_31001416,Credit Card,No
TR_41009019,OR_31001310,COD,Yes
TR_41009020,OR_31008263,UPI,Yes
TR_41009021,OR_31003090,Credit Card,Yes
TR_41009022,OR_31007885,UPI,No
TR_41009023,OR_31004168,UPI,No
TR_41009024,OR_31009196,UPI,Yes
TR_41009025,OR_31001614,UPI,Yes
TR_41009026,OR_31004049,Wallet,Yes
TR_41009027,OR_31009375,Credit Card,Yes
TR_41009028,OR_31005682,Credit Card,No
TR_41009029,OR_31003080,UPI,No
TR_41009030,OR_31007086,COD,Yes
TR_41009031,OR_31006836,COD,Yes
TR_41009032,OR_31004627,COD,Yes
TR_41009033,OR_31005212,UPI,No
TR_41009034,OR_31004109,COD,No
TR_41009035,OR_31009982,COD,Yes
TR_41009036,OR_31000164,COD,Yes
TR_41009037,OR_31001896,Wallet,No
TR_41009038,OR_31003752,Credit Card,No
TR_41009039,OR_31003667,Credit Card,Yes
TR_41009040,OR_31006408,Credit Card,Yes
TR_41009041,OR_31009384,UPI,Yes
TR_41009042,OR_31003581,Credit Card,Yes
TR_41009043,OR_31001147,Debit Card,No
TR_41009044,OR_31000252,UPI,Yes
TR_41009045,OR_31001110,Wallet,Yes
TR_41009046,OR_31002085,Credit Card,Yes
TR_41009047,OR_31007918,UPI,Yes
TR_41009048,OR_31002911,Debit Card,Yes
TR_41009049,OR_31007913,UPI,No
TR_41009050,OR_31009843,UPI,Yes
TR_41009051,OR_31009718,COD,Yes
TR_41009052,OR_31004714,UPI,Yes
TR_41009053,OR_31001916,Debit Card,Yes
TR_41009054,OR_31007111,Debit Card,No
TR_41009055,OR_31003883,Debit Card,Yes
TR_41009056,OR_31006846,Debit Card,Yes
TR_41009057,OR_31008575,COD,Yes
TR_41009058,OR_31007811,COD,Yes
TR_41009059,OR_31008994,Debit Card,No
TR_41009060,OR_31003949,Wallet,Yes
TR_41009061,OR_31006323,Debit Card,Yes
TR_41009062,OR_31000423,Credit Card,No
TR_41009063,OR_31008702,UPI,No
TR_41009064,OR_31007403,COD,Yes
TR_41009065,OR_31009319,COD,No
TR_41009066,OR_31007123,COD,Yes
TR_41009067,OR_31002365,Wallet,No
TR_41009068,OR_31002964,Debit Card,Yes
TR_41009069,OR_31006818,Wallet,No
TR_41009070,OR_31006921,Credit Card,No
TR_41009071,OR_31001303,Debit Card,No
TR_41009072,OR_31008116,Wallet,No
TR_41009073,OR_31002961,Wallet,Yes
TR_41009074,OR_31006589,UPI,No
TR_41009075,OR_31007378,Debit Card,No
TR_41009076,OR_31001781,Debit Card,No
TR_41009077,OR_31000195,Credit Card,No
TR_41009078,OR_31003225,Credit Card,No
TR_41009079,OR_31001499,COD,No
TR_41009080,OR_31000745,UPI,No
TR_41009081,OR_31000087,COD,No
TR_41009082,OR_31006976,Wallet,No
TR_41009083,OR_31005665,Wallet,No
TR_41009084,OR_31009710,UPI,No
TR_41009085,OR_31003459,Credit Card,No
TR_41009086,OR_31006821,UPI,No
TR_41009087,OR_31008313,UPI,No
TR_41009088,OR_31008457,COD,No
TR_41009089,OR_31001025,COD,No
TR_41009090,OR_31009590,UPI,Yes
TR_41009091,OR_31003637,Credit Card,Yes
TR_41009092,OR_31005382,UPI,Yes
TR_41009093,OR_31003444,Credit Card,Yes
TR_41009094,OR_31000215,Debit Card,No
TR_41009095,OR_31008865,Credit Card,No
TR_41009096,OR_31009493,UPI,No
TR_41009097,OR_31007810,Wallet,No
TR_41009098,OR_31004747,COD,No
TR_41009099,OR_31005279,UPI,No
TR_41009100,OR_31009458,Credit Card,Yes
TR_41009101,OR_31003792,Wallet,Yes
TR_41009102,OR_31000747,COD,No
TR_41009103,OR_31004815,Debit Card,No
TR_41009104,OR_31003224,Wallet,Yes
TR_41009105,OR_31000919,Wallet,Yes
TR_41009106,OR_31005855,Credit Card,No
TR_41009107,OR_31001000,Wallet,No
TR_41009108,OR_31002937,UPI,No
TR_41009109,OR_31000207,Debit Card,No
TR_41009110,OR_31002871,UPI,No
TR_41009111,OR_31003469,Credit Card,Yes
TR_41009112,OR_31009222,UPI,Yes
TR_41009113,OR_31009375,COD,No
TR_41009114,OR_31003425,Debit Card,No
TR_41009115,OR_31007486,UPI,Yes
TR_41009116,OR_31008312,Credit Card,No
TR_41009117,OR_31001490,COD,Yes
TR_41009118,OR_31001122,UPI,No
TR_41009119,OR_31005837,Debit Card,No
TR_41009120,OR_31005086,Debit Card,Yes
TR_41009121,OR_31002386,COD,Yes
TR_41009122,OR_31009071,Credit Card,No
TR_41009123,OR_31005375,UPI,Yes
TR_41009124,OR_31002382,Debit Card,No
TR_41009125,OR_31006394,UPI,No
TR_41009126,OR_31004844,COD,No
TR_41009127,OR_31003659,Credit Card,No
TR_41009128,OR_31000995,UPI,Yes
TR_41009129,OR_31002122,Credit Card,Yes
TR_41009130,OR_31003026,Wallet,No
TR_41009131,OR_31006125,COD,Yes
TR_41009132,OR_31002934,COD,No
TR_41009133,OR_31007105,Wallet,Yes
TR_41009134,OR_31000557,UPI,Yes
TR_41009135,OR_31001856,Wallet,Yes
TR_41009136,OR_31002493,Credit Card,No
TR_41009137,OR_31001710,Debit Card,Yes
TR_41009138,OR_31003753,UPI,Yes
TR_41009139,OR_31005749,COD,Yes
TR_41009140,OR_31005460,COD,Yes
TR_41009141,OR_31001059,Wallet,Yes
TR_41009142,OR_31000179,Wallet,Yes
TR_41009143,OR_31006150,Wallet,Yes
TR_41009144,OR_31000575,COD,Yes
TR_41009145,OR_31000509,Credit Card,No
TR_41009146,OR_31006728,Wallet,No
TR_41009147,OR_31005834,Debit Card,Yes
TR_41009148,OR_31002716,COD,No
TR_41009149,OR_31006256,Credit Card,Yes
TR_41009150,OR_31007151,Credit Card,Yes
TR_41009151,OR_31001681,COD,No
TR_41009152,OR_31007595,COD,Yes
TR_41009153,OR_31002528,Debit Card,No
TR_41009154,OR_31006414,Wallet,No
TR_41009155,OR_31007637,COD,Yes
TR_41009156,OR_31009209,Debit Card,Yes
TR_41009157,OR_31000749,Credit Card,Yes
TR_41009158,OR_31001224,Wallet,No
TR_41009159,OR_31000554,Credit Card,Yes
TR_41009160,OR_31009201,Wallet,Yes
TR_41009161,OR_31001925,COD,Yes
TR_41009162,OR_31002454,UPI,Yes
TR_41009163,OR_31007830,UPI,No
TR_41009164,OR_31002312,Wallet,Yes
TR_41009165,OR_31005273,UPI,Yes
TR_41009166,OR_31004715,Credit Card,No
TR_41009167,OR_31009268,Wallet,Yes
TR_41009168,OR_31007634,COD,Yes
TR_41009169,OR_31007526,Wallet,No
TR_41009170,OR_31006796,UPI,No
TR_41009171,OR_31001537,Debit Card,Yes
TR_41009172,OR_31003455,Debit Card,No
TR_41009173,OR_31000695,Wallet,Yes
TR_41009174,OR_31002514,UPI,No
TR_41009175,OR_31007916,UPI,No
TR_41009176,OR_31002461,UPI,Yes
TR_41009177,OR_31006235,Debit Card,No
TR_41009178,OR_31006174,COD,Yes
TR_41009179,OR_31008460,Wallet,No
TR_41009180,OR_31001821,COD,No
TR_41009181,OR_31000886,Credit Card,No
TR_41009182,OR_31000006,UPI,No
TR_41009183,OR_31004828,COD,Yes
TR_41009184,OR_31002001,Credit Card,Yes
TR_41009185,OR_31003867,COD,Yes
TR_41009186,OR_31009102,COD,No
TR_41009187,OR_31008778,UPI,No
TR_41009188,OR_31006270,Wallet,No
TR_41009189,OR_31001500,COD,No
TR_41009190,OR_31007512,COD,Yes
TR_41009191,OR_31006427,Credit Card,Yes
TR_41009192,OR_31000519,UPI,No
TR_41009193,OR_31000773,COD,Yes
TR_41009194,OR_31005350,UPI,No
TR_41009195,OR_31007848,Credit Card,Yes
TR_41009196,OR_31004953,Debit Card,Yes
TR_41009197,OR_31003404,UPI,No
TR_41009198,OR_31001110,Debit Card,Yes
TR_41009199,OR_31005270,Debit Card,No
TR_41009200,OR_31001543,COD,Yes
TR_41009201,OR_31005765,Debit Card,No
TR_41009202,OR_31002322,Wallet,No
TR_41009203,OR_31000936,COD,No
TR_41009204,OR_31007546,COD,No
TR_41009205,OR_31001314,Debit Card,No
TR_41009206,OR_31000833,COD,Yes
TR_41009207,OR_31007415,UPI,Yes
TR_41009208,OR_31004718,COD,Yes
TR_41009209,OR_31008092,Debit Card,No
TR_41009210,OR_31005760,Credit Card,Yes
TR_41009211,OR_31006587,COD,Yes
TR_41009212,OR_31008885,Debit Card,Yes
TR_41009213,OR_31005176,UPI,Yes
TR_41009214,OR_31006572,Wallet,No
TR_41009215,OR_31005092,Debit Card,No
TR_41009216,OR_31000269,UPI,No
TR_41009217,OR_31003896,COD,No
TR_41009218,OR_31002415,Debit Card,No
TR_41009219,OR_31007533,Credit Card,No
TR_41009220,OR_31001551,COD,No
TR_41009221,OR_31007862,Wallet,No
TR_41009222,OR_31001564,Credit Card,No
TR_41009223,OR_31006162,Wallet,No
TR_41009224,OR_31002209,COD,No
TR_41009225,OR_31008030,Credit Card,No
TR_41009226,OR_31003160,COD,No
TR_41009227,OR_31003643,COD,No
TR_41009228,OR_31003641,Wallet,Yes
TR_41009229,OR_31004848,Credit Card,Yes
TR_41009230,OR_31006050,UPI,Yes
TR_41009231,OR_31005820,Credit Card,Yes
TR_41009232,OR_31003762,Wallet,Yes
TR_41009233,OR_31004774,Credit Card,No
TR_41009234,OR_31009032,UPI,Yes
TR_41009235,OR_31002274,UPI,No
TR_41009236,OR_31002852,Credit Card,Yes
TR_41009237,OR_31009620,Debit Card,Yes
TR_41009238,OR_31001311,COD,Yes
TR_41009239,OR_31004998,Wallet,No
TR_41009240,OR_31009761,COD,Yes
TR_41009241,OR_31000111,COD,No
TR_41009242,OR_31005790,COD,Yes
TR_41009243,OR_31005044,UPI,No
TR_41009244,OR_31001912,Credit Card,No
TR_41009245,OR_31008204,Debit Card,No
TR_41009246,OR_31003375,Wallet,Yes
TR_41009247,OR_31003904,Wallet,Yes
TR_41009248,OR_31009357,Debit Card,Yes
TR_41009249,OR_31007026,UPI,No
TR_41009250,OR_31004964,Wallet,Yes
TR_41009251,OR_31005804,Wallet,Yes
TR_41009252,OR_31003075,COD,Yes
TR_41009253,OR_31001639,COD,No
TR_41009254,OR_31008499,COD,No
TR_41009255,OR_31002601,UPI,Yes
TR_41009256,OR_31009486,UPI,Yes
TR_41009257,OR_31005595,COD,No
TR_41009258,OR_31006809,Credit Card,Yes
TR_41009259,OR_31001965,COD,Yes
TR_41009260,OR_31004696,COD,No
TR_41009261,OR_31002710,Debit Card,No
TR_41009262,OR_31008709,Debit Card,Yes
TR_41009263,OR_31006970,Debit Card,Yes
TR_41009264,OR_31007661,Debit Card,No
TR_41009265,OR_31007527,UPI,No
TR_41009266,OR_31003870,Debit Card,No
TR_41009267,OR_31002504,COD,Yes
TR_41009268,OR_31001998,Wallet,Yes
TR_41009269,OR_31003542,Credit Card,No
TR_41009270,OR_31009908,Wallet,Yes
TR_41009271,OR_31006077,UPI,Yes
TR_41009272,OR_31000240,Wallet,Yes
TR_41009273,OR_31002172,Credit Card,Yes
TR_41009274,OR_31007955,Credit Card,Yes
TR_41009275,OR_31007690,COD,No
TR_41009276,OR_31007741,UPI,Yes
TR_41009277,OR_31008845,UPI,Yes
TR_41009278,OR_31003316,Credit Card,Yes
TR_41009279,OR_31003899,COD,No
TR_41009280,OR_31007133,COD,Yes
TR_41009281,OR_31005281,Credit Card,Yes
TR_41009282,OR_31004458,Credit Card,Yes
TR_41009283,OR_31001203,Credit Card,Yes
TR_41009284,OR_31006982,COD,Yes
TR_41009285,OR_31008586,Credit Card,No
TR_41009286,OR_31002288,Credit Card,No
TR_41009287,OR_31007391,Debit Card,No
TR_41009288,OR_31001189,UPI,Yes
TR_41009289,OR_31000853,Wallet,Yes
TR_41009290,OR_31000597,Wallet,Yes
TR_41009291,OR_31006217,Debit Card,Yes
TR_41009292,OR_31002154,Wallet,Yes
TR_41009293,OR_31007728,COD,No
TR_41009294,OR_31003964,Wallet,Yes
TR_41009295,OR_31007570,Credit Card,No
TR_41009296,OR_31008544,COD,No
TR_41009297,OR_31007586,Debit Card,Yes
TR_41009298,OR_31007904,COD,No
TR_41009299,OR_31009276,Wallet,No
TR_41009300,OR_31001733,Credit Card,Yes
TR_41009301,OR_31005045,Credit Card,Yes
TR_41009302,OR_31009329,Debit Card,Yes
TR_41009303,OR_31002923,COD,Yes
TR_41009304,OR_31006684,COD,Yes
TR_41009305,OR_31000723,UPI,No
TR_41009306,OR_31008149,UPI,Yes
TR_41009307,OR_31002884,Wallet,No
TR_41009308,OR_31002065,Credit Card,Yes
TR_41009309,OR_31006421,Debit Card,Yes
TR_41009310,OR_31007960,COD,No
TR_41009311,OR_31008139,COD,Yes
TR_41009312,OR_31005195,Wallet,No
TR_41009313,OR_31003672,Debit Card,No
TR_41009314,OR_31006924,Debit Card,No
TR_41009315,OR_31006139,COD,No
TR_41009316,OR_31003290,COD,No
TR_41009317,OR_31005397,Wallet,No
TR_41009318,OR_31004981,COD,Yes
TR_41009319,OR_31002786,Debit Card,Yes
TR_41009320,OR_31004703,Credit Card,Yes
TR_41009321,OR_31001943,COD,Yes
TR_41009322,OR_31003515,UPI,Yes
TR_41009323,OR_31000742,Credit Card,No
TR_41009324,OR_31008494,Wallet,Yes
TR_41009325,OR_31006259,Credit Card,No
TR_41009326,OR_31002480,Wallet,No
TR_41009327,OR_31000916,Credit Card,Yes
TR_41009328,OR_31009110,Debit Card,Yes
TR_41009329,OR_31002523,Credit Card,Yes
TR_41009330,OR_31006652,COD,No
TR_41009331,OR_31002246,UPI,No
TR_41009332,OR_31006232,UPI,No
TR_41009333,OR_31005117,Debit Card,No
TR_41009334,OR_31009641,UPI,No
TR_41009335,OR_31002234,UPI,Yes
TR_41009336,OR_31000162,COD,Yes
TR_41009337,OR_31004423,Wallet,Yes
TR_41009338,OR_31009613,Debit Card,Yes
TR_41009339,OR_31003333,Wallet,No
TR_41009340,OR_31007594,Credit Card,No
TR_41009341,OR_31005844,Debit Card,Yes
TR_41009342,OR_31005622,Wallet,Yes
TR_41009343,OR_31000785,Credit Card,No
TR_41009344,OR_31008395,Debit Card,No
TR_41009345,OR_31008885,COD,No
TR_41009346,OR_31002606,Credit Card,No
TR_41009347,OR_31003724,Debit Card,No
TR_41009348,OR_31003147,COD,Yes
TR_41009349,OR_31006405,Debit Card,No
TR_41009350,OR_31006032,UPI,No
TR_41009351,OR_31004342,COD,No
TR_41009352,OR_31007235,UPI,Yes
TR_41009353,OR_31006009,COD,No
TR_41009354,OR_31004067,UPI,No
TR_41009355,OR_31000314,Wallet,Yes
TR_41009356,OR_31003357,Wallet,Yes
TR_41009357,OR_31000198,Wallet,Yes
TR_41009358,OR_31003564,Wallet,No
TR_41009359,OR_31000607,COD,Yes
TR_41009360,OR_31006508,Credit Card,Yes
TR_41009361,OR_31009998,Debit Card,Yes
TR_41009362,OR_31001006,COD,Yes
TR_41009363,OR_31000922,UPI,Yes
TR_41009364,OR_31005614,Wallet,Yes
TR_41009365,OR_31009667,Wallet,Yes
TR_41009366,OR_31006542,UPI,Yes
TR_41009367,OR_31001435,Wallet,No
TR_41009368,OR_31002601,COD,Yes
TR_41009369,OR_31006458,Debit Card,Yes
TR_41009370,OR_31005583,Credit Card,Yes
TR_41009371,OR_31005045,Credit Card,No
TR_41009372,OR_31008153,COD,Yes
TR_41009373,OR_31003233,Wallet,Yes
TR_41009374,OR_31003562,Wallet,No
TR_41009375,OR_31004942,Wallet,No
TR_41009376,OR_31005176,Wallet,Yes
TR_41009377,OR_31005776,Credit Card,No
TR_41009378,OR_31002000,COD,No
TR_41009379,OR_31001118,Credit Card,Yes
TR_41009380,OR_31003854,UPI,Yes
TR_41009381,OR_31002510,COD,Yes
TR_41009382,OR_31002246,Wallet,No
TR_41009383,OR_31008920,Wallet,Yes
TR_41009384,OR_31001233,UPI,Yes
TR_41009385,OR_31009470,COD,Yes
TR_41009386,OR_31007342,COD,No
TR_41009387,OR_31006977,Wallet,No
TR_41009388,OR_31006185,UPI,Yes
TR_41009389,OR_31009408,Debit Card,No
TR_41009390,OR_31007788,Debit Card,Yes
TR_41009391,OR_31001523,Debit Card,No
TR_41009392,OR_31006311,Credit Card,Yes
TR_41009393,OR_31007796,Debit Card,Yes
TR_41009394,OR_31009159,COD,Yes
TR_41009395,OR_31008375,COD,Yes
TR_41009396,OR_31008204,Credit Card,Yes
TR_41009397,OR_31003774,Credit Card,No
TR_41009398,OR_31008793,Credit Card,No
TR_41009399,OR_31000671,COD,Yes
TR_41009400,OR_31006412,Credit Card,Yes
TR_41009401,OR_31006839,COD,Yes
TR_41009402,OR_31001883,Debit Card,Yes
TR_41009403,OR_31005741,Credit Card,No
TR_41009404,OR_31005888,Debit Card,Yes
TR_41009405,OR_31007986,COD,No
TR_41009406,OR_31007926,Credit Card,No
TR_41009407,OR_31005926,Wallet,No
TR_41009408,OR_31006061,Debit Card,Yes
TR_41009409,OR_31002135,COD,No
TR_41009410,OR_31004588,Credit Card,Yes
TR_41009411,OR_31000523,COD,No
TR_41009412,OR_31008223,Wallet,No
TR_41009413,OR_31001637,Wallet,Yes
TR_41009414,OR_31001172,COD,No
TR_41009415,OR_31007007,Wallet,Yes
TR_41009416,OR_31004789,Credit Card,No
TR_41009417,OR_31003548,COD,Yes
TR_41009418,OR_31003351,Debit Card,No
TR_41009419,OR_31003298,Debit Card,Yes
TR_41009420,OR_31005934,Credit Card,Yes
TR_41009421,OR_31000037,UPI,Yes
TR_41009422,OR_31005855,COD,No
TR_41009423,OR_31000662,UPI,Yes
TR_41009424,OR_31002918,Wallet,No
TR_41009425,OR_31003478,Wallet,No
TR_41009426,OR_31008838,COD,No
TR_41009427,OR_31003465,Credit Card,No
TR_41009428,OR_31001442,COD,Yes
TR_41009429,OR_31009670,Debit Card,No
TR_41009430,OR_31009930,UPI,No
TR_41009431,OR_31001044,Wallet,Yes
TR_41009432,OR_31007674,Wallet,No
TR_41009433,OR_31006526,Credit Card,Yes
TR_41009434,OR_31000171,UPI,Yes
TR_41009435,OR_31000728,Debit Card,No
TR_41009436,OR_31008321,COD,No
TR_41009437,OR_31006384,UPI,No
TR_41009438,OR_31002762,Debit Card,Yes
TR_41009439,OR_31009731,COD,Yes
TR_41009440,OR_31007062,UPI,Yes
TR_41009441,OR_31003388,Wallet,No
TR_41009442,OR_31000912,Wallet,Yes
TR_41009443,OR_31002900,UPI,No
TR_41009444,OR_31003137,Wallet,Yes
TR_41009445,OR_31004619,Debit Card,Yes
TR_41009446,OR_31000008,Debit Card,No
TR_41009447,OR_31003059,Credit Card,No
TR_41009448,OR_31001213,Credit Card,No
TR_41009449,OR_31009080,Debit Card,No
TR_41009450,OR_31003428,UPI,No
TR_41009451,OR_31000972,Credit Card,No
TR_41009452,OR_31001209,Wallet,No
TR_41009453,OR_31007328,Credit Card,Yes
TR_41009454,OR_31008266,Debit Card,Yes
TR_41009455,OR_31004306,Credit Card,Yes
TR_41009456,OR_31004652,UPI,Yes
TR_41009457,OR_31009320,COD,Yes
TR_41009458,OR_31001285,Credit Card,No
TR_41009459,OR_31000713,UPI,Yes
TR_41009460,OR_31005460,UPI,Yes
TR_41009461,OR_31006462,Wallet,No
TR_41009462,OR_31009390,Wallet,Yes
TR_41009463,OR_31004125,Debit Card,No
TR_41009464,OR_31006043,UPI,Yes
TR_41009465,OR_31001862,Credit Card,No
TR_41009466,OR_31004948,Credit Card,Yes
TR_41009467,OR_31002622,Wallet,No
TR_41009468,OR_31000707,Credit Card,No
TR_41009469,OR_31003246,COD,Yes
TR_41009470,OR_31003959,UPI,Yes
TR_41009471,OR_31005859,COD,Yes
TR_41009472,OR_31005440,Debit Card,No
TR_41009473,OR_31006674,Wallet,Yes
TR_41009474,OR_31001488,Credit Card,No
TR_41009475,OR_31003683,Debit Card,Yes
TR_41009476,OR_31004066,Credit Card,Yes
TR_41009477,OR_31006225,Wallet,Yes
TR_41009478,OR_31001893,Wallet,Yes
TR_41009479,OR_31004861,Wallet,Yes
TR_41009480,OR_31005822,Debit Card,No
TR_41009481,OR_31003032,COD,Yes
TR_41009482,OR_31003612,COD,Yes
TR_41009483,OR_31006897,UPI,No
TR_41009484,OR_31007391,Wallet,Yes
TR_41009485,OR_31002726,UPI,No
TR_41009486,OR_31006936,Credit Card,Yes
TR_41009487,OR_31002151,Debit Card,Yes
TR_41009488,OR_31001057,UPI,Yes
TR_41009489,OR_31002610,Credit Card,Yes
TR_41009490,OR_31000575,Credit Card,No
TR_41009491,OR_31009867,COD,Yes
TR_41009492,OR_31003791,COD,No
TR_41009493,OR_31008754,COD,No
TR_41009494,OR_31006928,Debit Card,No
TR_41009495,OR_31009022,COD,Yes
TR_41009496,OR_31008586,Wallet,Yes
TR_41009497,OR_31003547,UPI,No
TR_41009498,OR_31003552,Debit Card,No
TR_41009499,OR_31008970,COD,No
TR_41009500,OR_31006915,Wallet,No
TR_41009501,OR_31000749,Debit Card,Yes
TR_41009502,OR_31004457,Credit Card,No
TR_41009503,OR_31002173,Debit Card,No
TR_41009504,OR_31004752,Debit Card,No
TR_41009505,OR_31000866,Debit Card,No
TR_41009506,OR_31007683,Credit Card,Yes
TR_41009507,OR_31009138,UPI,No
TR_41009508,OR_31008921,Debit Card,No
TR_41009509,OR_31009274,Credit Card,Yes
TR_41009510,OR_31008378,Wallet,Yes
TR_41009511,OR_31006263,Debit Card,Yes
TR_41009512,OR_31007504,UPI,Yes
TR_41009513,OR_31004434,Wallet,Yes
TR_41009514,OR_31001042,Credit Card,No
TR_41009515,OR_31008783,UPI,No
TR_41009516,OR_31000256,Debit Card,No
TR_41009517,OR_31003185,Credit Card,Yes
TR_41009518,OR_31003393,Credit Card,No
TR_41009519,OR_31007399,Debit Card,Yes
TR_41009520,OR_31005423,Credit Card,No
TR_41009521,OR_31006661,Wallet,Yes
TR_41009522,OR_31005068,Debit Card,No
TR_41009523,OR_31005750,Credit Card,Yes
TR_41009524,OR_31005110,Wallet,No
TR_41009525,OR_31006874,Credit Card,Yes
TR_41009526,OR_31001559,UPI,No
TR_41009527,OR_31008958,Wallet,No
TR_41009528,OR_31007180,Wallet,No
TR_41009529,OR_31008035,COD,No
TR_41009530,OR_31007637,COD,No
TR_41009531,OR_31004139,COD,No
TR_41009532,OR_31005185,Credit Card,No
TR_41009533,OR_31008636,Wallet,Yes
TR_41009534,OR_31004384,UPI,Yes
TR_41009535,OR_31003462,Wallet,No
TR_41009536,OR_31001961,UPI,No
TR_41009537,OR_31001632,Credit Card,Yes
TR_41009538,OR_31003844,Credit Card,No
TR_41009539,OR_31003019,COD,No
TR_41009540,OR_31006557,UPI,No
TR_41009541,OR_31006767,UPI,No
TR_41009542,OR_31000263,UPI,No
TR_41009543,OR_31000735,Credit Card,No
TR_41009544,OR_31008677,Debit Card,No
TR_41009545,OR_31007038,UPI,No
TR_41009546,OR_31008202,Wallet,No
TR_41009547,OR_31002328,COD,No
TR_41009548,OR_31000895,Debit Card,Yes
TR_41009549,OR_31002772,Credit Card,Yes
TR_41009550,OR_31001326,Debit Card,No
TR_41009551,OR_31000837,Wallet,Yes
TR_41009552,OR_31003519,COD,Yes
TR_41009553,OR_31003721,UPI,Yes
TR_41009554,OR_31000321,Wallet,No
TR_41009555,OR_31008773,UPI,Yes
TR_41009556,OR_31004609,Wallet,No
TR_41009557,OR_31009663,Credit Card,Yes
TR_41009558,OR_31009368,Debit Card,No
TR_41009559,OR_31008046,Credit Card,Yes
TR_41009560,OR_31008165,Credit Card,Yes
TR_41009561,OR_31009140,Wallet,Yes
TR_41009562,OR_31004576,UPI,No
TR_41009563,OR_31006189,Credit Card,No
TR_41009564,OR_31007838,UPI,No
TR_41009565,OR_31009939,Credit Card,No
TR_41009566,OR_31000814,Debit Card,No
TR_41009567,OR_31006633,Debit Card,Yes
TR_41009568,OR_31008578,Credit Card,No
TR_41009569,OR_31005994,Debit Card,Yes
TR_41009570,OR_31001515,COD,No
TR_41009571,OR_31004206,Debit Card,No
TR_41009572,OR_31002499,Wallet,Yes
TR_41009573,OR_31001893,Wallet,No
TR_41009574,OR_31002191,COD,No
TR_41009575,OR_31008421,Credit Card,Yes
TR_41009576,OR_31006014,Credit Card,No
TR_41009577,OR_31005672,Wallet,No
TR_41009578,OR_31006914,Wallet,No
TR_41009579,OR_31007739,Wallet,No
TR_41009580,OR_31007597,Debit Card,No
TR_41009581,OR_31006534,UPI,No
TR_41009582,OR_31002978,COD,No
TR_41009583,OR_31006977,Wallet,No
TR_41009584,OR_31000334,Wallet,No
TR_41009585,OR_31008719,Debit Card,No
TR_41009586,OR_31002425,UPI,No
TR_41009587,OR_31001218,COD,No
TR_41009588,OR_31003582,Credit Card,No
TR_41009589,OR_31008656,COD,No
TR_41009590,OR_31009878,Debit Card,No
TR_41009591,OR_31009298,UPI,Yes
TR_41009592,OR_31009585,COD,Yes
TR_41009593,OR_31006853,Credit Card,No
TR_41009594,OR_31008766,COD,No
TR_41009595,OR_31005642,Credit Card,No
TR_41009596,OR_31008211,Wallet,Yes
TR_41009597,OR_31001399,COD,Yes
TR_41009598,OR_31003750,UPI,Yes
TR_41009599,OR_31006491,Credit Card,No
TR_41009600,OR_31008105,UPI,Yes
TR_41009601,OR_31000155,Debit Card,No
TR_41009602,OR_31006984,Debit Card,Yes
TR_41009603,OR_31009503,Debit Card,Yes
TR_41009604,OR_31009296,Credit Card,Yes
TR_41009605,OR_31004830,Debit Card,Yes
TR_41009606,OR_31005800,UPI,No
TR_41009607,OR_31004421,Credit Card,Yes
TR_41009608,OR_31009871,Debit Card,No
TR_41009609,OR_31003839,COD,No
TR_41009610,OR_31006357,Debit Card,No
TR_41009611,OR_31007385,Wallet,Yes
TR_41009612,OR_31009554,Credit Card,Yes
TR_41009613,OR_31006043,COD,Yes
TR_41009614,OR_31007788,Debit Card,No
TR_41009615,OR_31006424,Debit Card,Yes
TR_41009616,OR_31008787,Debit Card,No
TR_41009617,OR_31007752,Credit Card,No
TR_41009618,OR_31005967,COD,No
TR_41009619,OR_31000362,Debit Card,No
TR_41009620,OR_31001083,Credit Card,Yes
TR_41009621,OR_31002168,UPI,No
TR_41009622,OR_31006327,Wallet,Yes
TR_41009623,OR_31002619,COD,Yes
