Rating_ID,Order_ID,Product_Rating,Service_Rating
RT_101006593,OR_31007676,4,1
RT_101006594,OR_31009364,5,3
RT_101006595,OR_31008180,1,4
RT_101006596,OR_31007783,2,2
RT_101006597,OR_31004159,1,4
RT_101006598,OR_31003712,3,5
RT_101006599,OR_31007244,1,2
RT_101006600,OR_31005346,5,4
RT_101006601,OR_31001645,1,2
RT_101006602,OR_31002682,1,3
RT_101006603,OR_31003679,3,4
RT_101006604,OR_31008288,4,4
RT_101006605,OR_31009950,1,1
RT_101006606,OR_31009818,3,1
RT_101006607,OR_31009020,1,3
RT_101006608,OR_31003477,2,3
RT_101006609,OR_31002710,4,5
RT_101006610,OR_31008417,3,4
RT_101006611,OR_31000282,5,1
RT_101006612,OR_31001760,5,5
RT_101006613,OR_31009562,1,1
RT_101006614,OR_31004540,1,3
RT_101006615,OR_31009567,2,2
RT_101006616,OR_31007708,3,3
RT_101006617,OR_31005895,3,2
RT_101006618,OR_31005886,2,2
RT_101006619,OR_31003606,5,3
RT_101006620,OR_31002668,3,2
RT_101006621,OR_31007389,4,5
RT_101006622,OR_31000074,5,4
RT_101006623,OR_31003160,4,5
RT_101006624,OR_31007238,3,2
RT_101006625,OR_31008976,1,1
RT_101006626,OR_31006776,1,5
RT_101006627,OR_31002321,4,5
RT_101006628,OR_31009624,4,3
RT_101006629,OR_31004676,1,2
RT_101006630,OR_31004693,2,3
RT_101006631,OR_31007040,1,1
RT_101006632,OR_31003627,3,2
RT_101006633,OR_31007229,2,4
RT_101006634,OR_31000261,2,4
RT_101006635,OR_31007860,3,4
RT_101006636,OR_31000481,3,3
RT_101006637,OR_31001273,1,2
RT_101006638,OR_31005517,5,5
RT_101006639,OR_31008468,5,5
RT_101006640,OR_31008749,5,2
RT_101006641,OR_31007681,2,3
RT_101006642,OR_31000674,2,2
RT_101006643,OR_31006803,2,1
RT_101006644,OR_31000254,4,3
RT_101006645,OR_31003057,4,5
RT_101006646,OR_31008120,5,1
RT_101006647,OR_31000129,4,5
RT_101006648,OR_31008522,2,2
RT_101006649,OR_31009097,3,2
RT_101006650,OR_31001222,1,3
RT_101006651,OR_31004711,1,3
RT_101006652,OR_31006671,2,3
RT_101006653,OR_31005456,1,4
RT_101006654,OR_31003679,5,2
RT_101006655,OR_31006911,4,2
RT_101006656,OR_31004906,3,3
RT_101006657,OR_31003761,4,4
RT_101006658,OR_31008855,3,1
RT_101006659,OR_31003869,5,5
RT_101006660,OR_31005501,2,1
RT_101006661,OR_31006548,2,2
RT_101006662,OR_31009798,3,2
RT_101006663,OR_31005238,3,1
RT_101006664,OR_31006877,4,5
RT_101006665,OR_31004236,3,4
RT_101006666,OR_31004887,3,5
RT_101006667,OR_31002665,4,2
RT_101006668,OR_31008156,2,4
RT_101006669,OR_31005179,2,4
RT_101006670,OR_31008370,2,4
RT_101006671,OR_31009222,3,3
RT_101006672,OR_31001150,1,1
RT_101006673,OR_31001533,2,4
RT_101006674,OR_31000836,4,5
RT_101006675,OR_31001684,3,5
RT_101006676,OR_31007989,2,4
RT_101006677,OR_31007494,5,1
RT_101006678,OR_31001625,4,5
RT_101006679,OR_31003006,5,1
RT_101006680,OR_31004576,5,4
RT_101006681,OR_31006128,2,5
RT_101006682,OR_31003404,2,2
RT_101006683,OR_31000160,5,1
RT_101006684,OR_31006777,3,1
RT_101006685,OR_31003162,5,5
RT_101006686,OR_31007992,4,2
RT_101006687,OR_31007511,5,4
RT_101006688,OR_31006434,3,4
RT_101006689,OR_31001396,3,3
RT_101006690,OR_31000387,4,4
RT_101006691,OR_31002036,3,5
RT_101006692,OR_31009471,2,4
RT_101006693,OR_31003664,4,1
RT_101006694,OR_31006468,2,4
RT_101006695,OR_31005363,5,1
RT_101006696,OR_31000093,4,4
RT_101006697,OR_31005883,5,5
RT_101006698,OR_31002912,4,2
RT_101006699,OR_31003501,2,5
RT_101006700,OR_31006046,5,5
RT_101006701,OR_31003057,1,4
RT_101006702,OR_31002408,5,4
RT_101006703,OR_31005435,3,1
RT_101006704,OR_31005801,3,4
RT_101006705,OR_31003622,5,5
RT_101006706,OR_31002302,2,4
RT_101006707,OR_31008413,5,1
RT_101006708,OR_31008703,4,5
RT_101006709,OR_31000815,4,3
RT_101006710,OR_31005698,4,1
RT_101006711,OR_31009448,1,4
RT_101006712,OR_31008601,3,3
RT_101006713,OR_31003775,1,1
RT_101006714,OR_31001595,3,2
RT_101006715,OR_31001132,5,3
RT_101006716,OR_31008623,2,4
RT_101006717,OR_31002675,1,3
RT_101006718,OR_31007776,5,3
RT_101006719,OR_31009607,1,1
RT_101006720,OR_31008751,1,3
RT_101006721,OR_31004889,2,5
RT_101006722,OR_31005792,3,2
RT_101006723,OR_31006178,1,1
RT_101006724,OR_31005122,4,1
RT_101006725,OR_31008976,5,3
RT_101006726,OR_31003968,4,2
RT_101006727,OR_31009007,4,5
RT_101006728,OR_31007077,4,2
RT_101006729,OR_31009102,4,4
RT_101006730,OR_31004393,2,5
RT_101006731,OR_31008761,4,5
RT_101006732,OR_31000278,3,4
RT_101006733,OR_31001332,2,3
RT_101006734,OR_31001719,3,5
RT_101006735,OR_31005183,5,4
RT_101006736,OR_31002112,3,3
RT_101006737,OR_31009775,5,3
RT_101006738,OR_31006628,4,3
RT_101006739,OR_31005712,2,3
RT_101006740,OR_31001981,1,3
RT_101006741,OR_31006427,4,5
RT_101006742,OR_31008697,4,4
RT_101006743,OR_31009971,1,5
RT_101006744,OR_31005549,3,1
RT_101006745,OR_31004312,5,1
RT_101006746,OR_31002186,5,3
RT_101006747,OR_31009739,3,4
RT_101006748,OR_31002162,5,1
RT_101006749,OR_31002789,3,4
RT_101006750,OR_31000668,3,3
RT_101006751,OR_31003128,4,4
RT_101006752,OR_31004713,3,1
RT_101006753,OR_31003285,5,1
RT_101006754,OR_31009340,5,2
RT_101006755,OR_31001138,3,2
RT_101006756,OR_31009588,2,1
RT_101006757,OR_31000682,1,1
RT_101006758,OR_31008741,2,4
RT_101006759,OR_31003193,1,3
RT_101006760,OR_31006520,4,5
RT_101006761,OR_31002231,5,5
RT_101006762,OR_31001385,1,1
RT_101006763,OR_31006574,3,5
RT_101006764,OR_31009983,1,4
RT_101006765,OR_31000989,3,3
RT_101006766,OR_31000924,5,2
RT_101006767,OR_31009349,5,4
RT_101006768,OR_31008543,5,4
RT_101006769,OR_31005766,1,5
RT_101006770,OR_31001565,2,2
RT_101006771,OR_31002190,4,2
RT_101006772,OR_31004680,1,3
RT_101006773,OR_31006694,2,1
RT_101006774,OR_31004052,3,3
RT_101006775,OR_31001298,1,4
RT_101006776,OR_31007844,4,4
RT_101006777,OR_31000700,3,1
RT_101006778,OR_31003302,5,3
RT_101006779,OR_31000540,1,3
RT_101006780,OR_31005104,1,1
RT_101006781,OR_31001477,2,4
RT_101006782,OR_31006022,2,2
RT_101006783,OR_31004463,3,2
RT_101006784,OR_31008715,5,3
RT_101006785,OR_31006748,1,1
RT_101006786,OR_31001380,2,5
RT_101006787,OR_31003211,1,4
RT_101006788,OR_31007954,3,5
RT_101006789,OR_31003002,3,2
RT_101006790,OR_31003057,5,3
RT_101006791,OR_31009506,1,3
RT_101006792,OR_31003645,3,4
RT_101006793,OR_31004208,2,2
RT_101006794,OR_31005576,3,3
RT_101006795,OR_31001749,1,3
RT_101006796,OR_31009972,1,5
RT_101006797,OR_31006019,1,3
RT_101006798,OR_31006542,4,3
RT_101006799,OR_31001787,2,5
RT_101006800,OR_31003853,5,3
RT_101006801,OR_31002740,3,4
RT_101006802,OR_31008706,3,1
RT_101006803,OR_31004646,2,2
RT_101006804,OR_31001567,3,2
RT_101006805,OR_31000716,4,4
RT_101006806,OR_31001118,1,1
RT_101006807,OR_31004194,4,5
RT_101006808,OR_31000350,4,3
RT_101006809,OR_31009903,1,1
RT_101006810,OR_31000196,3,5
RT_101006811,OR_31004566,3,5
RT_101006812,OR_31008756,2,2
RT_101006813,OR_31000080,5,4
RT_101006814,OR_31002787,1,2
RT_101006815,OR_31006551,3,1
RT_101006816,OR_31007484,5,2
RT_101006817,OR_31007676,3,4
RT_101006818,OR_31003765,1,1
RT_101006819,OR_31000425,4,4
RT_101006820,OR_31002430,3,1
RT_101006821,OR_31004759,1,3
RT_101006822,OR_31000195,1,1
RT_101006823,OR_31003583,1,4
RT_101006824,OR_31000422,3,3
RT_101006825,OR_31006477,5,3
RT_101006826,OR_31009646,3,1
RT_101006827,OR_31003990,5,2
RT_101006828,OR_31009434,3,4
RT_101006829,OR_31007192,1,3
RT_101006830,OR_31004543,2,1
RT_101006831,OR_31005589,2,4
RT_101006832,OR_31008122,4,5
RT_101006833,OR_31004335,3,2
RT_101006834,OR_31008626,5,2
RT_101006835,OR_31004699,4,1
RT_101006836,OR_31000663,3,4
RT_101006837,OR_31006834,4,4
RT_101006838,OR_31006596,5,3
RT_101006839,OR_31000899,3,2
RT_101006840,OR_31002212,1,5
RT_101006841,OR_31007544,4,2
RT_101006842,OR_31004245,3,1
RT_101006843,OR_31009149,4,5
RT_101006844,OR_31002117,5,4
RT_101006845,OR_31004835,1,5
RT_101006846,OR_31007870,2,1
RT_101006847,OR_31004982,1,3
RT_101006848,OR_31003637,3,2
RT_101006849,OR_31004870,2,2
RT_101006850,OR_31004066,5,1
RT_101006851,OR_31004858,2,2
RT_101006852,OR_31008901,5,3
RT_101006853,OR_31003638,1,1
RT_101006854,OR_31002903,2,1
RT_101006855,OR_31009963,3,5
RT_101006856,OR_31002580,4,3
RT_101006857,OR_31008942,4,5
RT_101006858,OR_31003237,1,3
RT_101006859,OR_31009552,1,4
RT_101006860,OR_31009439,5,1
RT_101006861,OR_31001462,4,1
RT_101006862,OR_31006714,5,3
RT_101006863,OR_31002876,3,5
RT_101006864,OR_31007324,1,1
RT_101006865,OR_31000821,1,3
RT_101006866,OR_31006683,1,4
RT_101006867,OR_31000683,3,5
RT_101006868,OR_31003176,5,3
RT_101006869,OR_31007201,2,4
RT_101006870,OR_31003190,5,1
RT_101006871,OR_31008527,3,3
RT_101006872,OR_31008741,1,4
RT_101006873,OR_31007197,5,2
RT_101006874,OR_31006724,3,4
RT_101006875,OR_31009369,2,3
RT_101006876,OR_31003439,2,5
RT_101006877,OR_31007810,5,2
RT_101006878,OR_31007321,5,4
RT_101006879,OR_31009710,1,3
RT_101006880,OR_31006425,4,2
RT_101006881,OR_31002204,3,2
RT_101006882,OR_31004145,4,1
RT_101006883,OR_31009163,4,4
RT_101006884,OR_31008910,1,2
RT_101006885,OR_31003382,5,3
RT_101006886,OR_31009119,1,1
RT_101006887,OR_31002834,5,4
RT_101006888,OR_31006698,2,5
RT_101006889,OR_31007747,3,4
RT_101006890,OR_31003306,3,1
RT_101006891,OR_31009448,1,1
RT_101006892,OR_31009750,2,5
RT_101006893,OR_31007008,1,1
RT_101006894,OR_31008365,4,2
RT_101006895,OR_31002818,2,3
RT_101006896,OR_31009681,5,2
RT_101006897,OR_31005381,3,5
RT_101006898,OR_31001924,3,4
RT_101006899,OR_31005305,3,3
RT_101006900,OR_31007426,1,4
RT_101006901,OR_31005217,2,1
RT_101006902,OR_31006323,1,1
RT_101006903,OR_31007148,3,5
RT_101006904,OR_31004253,5,4
RT_101006905,OR_31009760,3,3
RT_101006906,OR_31001081,5,3
RT_101006907,OR_31001895,2,3
RT_101006908,OR_31008500,1,1
RT_101006909,OR_31008664,3,2
RT_101006910,OR_31004401,1,2
RT_101006911,OR_31004974,5,1
RT_101006912,OR_31005265,3,3
RT_101006913,OR_31004235,4,3
RT_101006914,OR_31005468,3,3
RT_101006915,OR_31006336,2,3
RT_101006916,OR_31006828,2,3
RT_101006917,OR_31001495,3,3
RT_101006918,OR_31002387,1,2
RT_101006919,OR_31003910,2,3
RT_101006920,OR_31002814,2,3
RT_101006921,OR_31000147,1,4
RT_101006922,OR_31000801,4,1
RT_101006923,OR_31000841,4,1
RT_101006924,OR_31001269,4,5
RT_101006925,OR_31003821,2,1
RT_101006926,OR_31009474,4,2
RT_101006927,OR_31000089,5,2
RT_101006928,OR_31007413,4,2
RT_101006929,OR_31004528,5,1
RT_101006930,OR_31008435,2,5
RT_101006931,OR_31009325,5,4
RT_101006932,OR_31002862,4,5
RT_101006933,OR_31001266,3,3
RT_101006934,OR_31006521,1,4
RT_101006935,OR_31006242,5,2
RT_101006936,OR_31001829,2,5
RT_101006937,OR_31007437,1,4
RT_101006938,OR_31002777,3,4
RT_101006939,OR_31004540,4,2
RT_101006940,OR_31001727,1,1
RT_101006941,OR_31007448,5,4
RT_101006942,OR_31008938,4,5
RT_101006943,OR_31007526,1,1
RT_101006944,OR_31002172,3,2
RT_101006945,OR_31002078,5,5
RT_101006946,OR_31008212,5,4
RT_101006947,OR_31004384,1,1
RT_101006948,OR_31000281,3,4
RT_101006949,OR_31004674,5,2
RT_101006950,OR_31001992,4,4
RT_101006951,OR_31008165,4,4
RT_101006952,OR_31001637,5,1
RT_101006953,OR_31009950,3,1
RT_101006954,OR_31007638,2,1
RT_101006955,OR_31002139,2,4
RT_101006956,OR_31007274,5,3
RT_101006957,OR_31003561,2,1
RT_101006958,OR_31003146,4,3
RT_101006959,OR_31003164,4,1
RT_101006960,OR_31007752,4,4
RT_101006961,OR_31000954,1,4
RT_101006962,OR_31000261,2,5
RT_101006963,OR_31009315,3,4
RT_101006964,OR_31006782,5,1
RT_101006965,OR_31003857,1,1
RT_101006966,OR_31002388,3,4
RT_101006967,OR_31002289,2,3
RT_101006968,OR_31009488,1,5
RT_101006969,OR_31007114,4,3
RT_101006970,OR_31003364,1,1
RT_101006971,OR_31003957,5,4
RT_101006972,OR_31001423,1,1
RT_101006973,OR_31008712,1,2
RT_101006974,OR_31006998,3,5
RT_101006975,OR_31009415,1,4
RT_101006976,OR_31002718,2,3
RT_101006977,OR_31001910,1,1
RT_101006978,OR_31003932,5,2
RT_101006979,OR_31008041,3,4
RT_101006980,OR_31005699,5,2
RT_101006981,OR_31003106,1,4
RT_101006982,OR_31004796,4,3
RT_101006983,OR_31006185,4,3
RT_101006984,OR_31001096,5,2
RT_101006985,OR_31003110,3,1
RT_101006986,OR_31000181,3,4
RT_101006987,OR_31005298,2,4
RT_101006988,OR_31000373,3,4
RT_101006989,OR_31002904,2,3
RT_101006990,OR_31009826,5,4
RT_101006991,OR_31002783,4,1
RT_101006992,OR_31001810,5,5
RT_101006993,OR_31007190,4,5
RT_101006994,OR_31007945,2,3
RT_101006995,OR_31005795,5,3
RT_101006996,OR_31008054,1,4
RT_101006997,OR_31006357,2,3
RT_101006998,OR_31006246,3,2
RT_101006999,OR_31009017,4,1
RT_101007000,OR_31007975,3,4
RT_101007001,OR_31002346,1,5
RT_101007002,OR_31007948,1,3
RT_101007003,OR_31002678,4,4
RT_101007004,OR_31007486,1,4
RT_101007005,OR_31002891,4,5
RT_101007006,OR_31009129,1,1
RT_101007007,OR_31006859,2,4
RT_101007008,OR_31003079,1,5
RT_101007009,OR_31008345,1,1
RT_101007010,OR_31006343,2,5
RT_101007011,OR_31000239,4,4
RT_101007012,OR_31002347,5,3
RT_101007013,OR_31009201,5,4
RT_101007014,OR_31009412,4,4
RT_101007015,OR_31006500,4,1
RT_101007016,OR_31008853,5,3
RT_101007017,OR_31002549,3,4
RT_101007018,OR_31007946,2,5
RT_101007019,OR_31008743,4,1
RT_101007020,OR_31000627,2,1
RT_101007021,OR_31004159,1,3
RT_101007022,OR_31004709,2,5
RT_101007023,OR_31008964,3,4
RT_101007024,OR_31000174,4,1
RT_101007025,OR_31003564,2,3
RT_101007026,OR_31000785,3,1
RT_101007027,OR_31000726,3,4
RT_101007028,OR_31004219,5,3
RT_101007029,OR_31002694,3,3
RT_101007030,OR_31008491,2,5
RT_101007031,OR_31009974,1,2
RT_101007032,OR_31009228,2,1
RT_101007033,OR_31004761,5,4
RT_101007034,OR_31004420,5,2
RT_101007035,OR_31008595,3,5
RT_101007036,OR_31001930,1,5
RT_101007037,OR_31004420,2,2
RT_101007038,OR_31004087,2,5
RT_101007039,OR_31000574,2,1
RT_101007040,OR_31001209,2,2
RT_101007041,OR_31009491,2,3
RT_101007042,OR_31002638,2,3
RT_101007043,OR_31009702,4,2
RT_101007044,OR_31000738,2,3
RT_101007045,OR_31002785,5,4
RT_101007046,OR_31002232,2,2
RT_101007047,OR_31002584,2,3
RT_101007048,OR_31001828,2,2
RT_101007049,OR_31004660,1,2
RT_101007050,OR_31004396,3,2
RT_101007051,OR_31009888,5,1
RT_101007052,OR_31001958,5,2
RT_101007053,OR_31003287,3,5
RT_101007054,OR_31008232,1,1
RT_101007055,OR_31006088,5,3
RT_101007056,OR_31001156,2,3
RT_101007057,OR_31006851,1,4
RT_101007058,OR_31008504,4,2
RT_101007059,OR_31001998,4,1
RT_101007060,OR_31008393,1,2
RT_101007061,OR_31008871,1,2
RT_101007062,OR_31004251,2,5
RT_101007063,OR_31006767,1,3
RT_101007064,OR_31009000,4,2
RT_101007065,OR_31008228,3,2
RT_101007066,OR_31004267,3,5
RT_101007067,OR_31009018,2,4
RT_101007068,OR_31009818,4,5
RT_101007069,OR_31004938,1,5
RT_101007070,OR_31002996,3,3
RT_101007071,OR_31007665,1,1
RT_101007072,OR_31001203,4,4
RT_101007073,OR_31006996,1,4
RT_101007074,OR_31001418,2,5
RT_101007075,OR_31004616,3,4
RT_101007076,OR_31003629,4,2
RT_101007077,OR_31003376,3,2
RT_101007078,OR_31008356,3,4
RT_101007079,OR_31007028,5,1
RT_101007080,OR_31008333,5,5
RT_101007081,OR_31003291,3,4
RT_101007082,OR_31000921,3,5
RT_101007083,OR_31005820,1,2
RT_101007084,OR_31005878,2,1
RT_101007085,OR_31006243,2,1
RT_101007086,OR_31006226,5,3
RT_101007087,OR_31007964,2,4
RT_101007088,OR_31000719,3,2
RT_101007089,OR_31008905,4,3
RT_101007090,OR_31007463,4,4
RT_101007091,OR_31002185,2,3
RT_101007092,OR_31004918,2,4
RT_101007093,OR_31008855,1,3
RT_101007094,OR_31004795,5,5
RT_101007095,OR_31006553,2,4
RT_101007096,OR_31006158,4,2
RT_101007097,OR_31002471,5,5
RT_101007098,OR_31004017,1,5
RT_101007099,OR_31003078,1,5
RT_101007100,OR_31004340,4,4
RT_101007101,OR_31006717,2,3
RT_101007102,OR_31009801,3,1
RT_101007103,OR_31008233,4,1
RT_101007104,OR_31008822,5,1
RT_101007105,OR_31002487,5,1
RT_101007106,OR_31004927,4,2
RT_101007107,OR_31000756,4,3
RT_101007108,OR_31005836,5,1
RT_101007109,OR_31005690,2,3
RT_101007110,OR_31009227,3,2
RT_101007111,OR_31006618,5,1
RT_101007112,OR_31004034,1,4
RT_101007113,OR_31009026,4,3
RT_101007114,OR_31004674,1,2
RT_101007115,OR_31008462,2,1
RT_101007116,OR_31009412,4,2
RT_101007117,OR_31009917,2,1
RT_101007118,OR_31002964,3,1
RT_101007119,OR_31003407,1,5
RT_101007120,OR_31005867,5,2
RT_101007121,OR_31009245,4,3
RT_101007122,OR_31008134,1,4
RT_101007123,OR_31002493,1,2
RT_101007124,OR_31003887,3,1
RT_101007125,OR_31001332,1,5
RT_101007126,OR_31001197,3,2
RT_101007127,OR_31004508,4,5
RT_101007128,OR_31003445,1,4
RT_101007129,OR_31006312,1,2
RT_101007130,OR_31003340,5,4
RT_101007131,OR_31009770,4,4
RT_101007132,OR_31004263,3,4
RT_101007133,OR_31001625,4,3
RT_101007134,OR_31003785,5,5
RT_101007135,OR_31009717,3,5
RT_101007136,OR_31003902,4,1
RT_101007137,OR_31003348,1,2
RT_101007138,OR_31005590,5,3
RT_101007139,OR_31003326,3,2
RT_101007140,OR_31005386,2,1
RT_101007141,OR_31008279,2,4
RT_101007142,OR_31005831,3,5
RT_101007143,OR_31002037,4,4
RT_101007144,OR_31005418,4,3
RT_101007145,OR_31007178,3,3
RT_101007146,OR_31008089,2,3
RT_101007147,OR_31002187,4,5
RT_101007148,OR_31003988,3,2
RT_101007149,OR_31009772,4,2
RT_101007150,OR_31002257,4,4
RT_101007151,OR_31000770,2,3
RT_101007152,OR_31009834,3,3
RT_101007153,OR_31001899,5,5
RT_101007154,OR_31000803,3,5
RT_101007155,OR_31006644,3,2
RT_101007156,OR_31002351,5,3
RT_101007157,OR_31000816,4,3
RT_101007158,OR_31003677,5,1
RT_101007159,OR_31001145,3,2
RT_101007160,OR_31001735,4,2
RT_101007161,OR_31009009,5,2
RT_101007162,OR_31005178,2,5
RT_101007163,OR_31005750,5,1
RT_101007164,OR_31004605,3,4
RT_101007165,OR_31001015,4,4
RT_101007166,OR_31007409,4,2
RT_101007167,OR_31004601,1,5
RT_101007168,OR_31006592,5,5
RT_101007169,OR_31005756,3,2
RT_101007170,OR_31008501,1,1
RT_101007171,OR_31005532,4,1
RT_101007172,OR_31006065,3,4
RT_101007173,OR_31004310,1,1
RT_101007174,OR_31009634,2,3
RT_101007175,OR_31003357,3,3
RT_101007176,OR_31000381,2,2
RT_101007177,OR_31009240,1,5
RT_101007178,OR_31004867,2,1
RT_101007179,OR_31000466,3,4
RT_101007180,OR_31000824,3,3
RT_101007181,OR_31000647,1,2
RT_101007182,OR_31009357,2,4
RT_101007183,OR_31005116,1,1
RT_101007184,OR_31006477,2,2
RT_101007185,OR_31007517,5,5
RT_101007186,OR_31001578,1,4
RT_101007187,OR_31002580,4,4
RT_101007188,OR_31000246,1,1
RT_101007189,OR_31006065,5,1
RT_101007190,OR_31003309,4,2
RT_101007191,OR_31009047,3,5
RT_101007192,OR_31001003,5,3
RT_101007193,OR_31006216,5,2
RT_101007194,OR_31001625,4,2
RT_101007195,OR_31003068,3,5
RT_101007196,OR_31007430,4,1
RT_101007197,OR_31006882,5,5
RT_101007198,OR_31000432,2,2
RT_101007199,OR_31009065,2,4
RT_101007200,OR_31001021,1,3
RT_101007201,OR_31005797,1,4
RT_101007202,OR_31007206,2,4
RT_101007203,OR_31004743,4,2
RT_101007204,OR_31004059,4,5
RT_101007205,OR_31005039,3,3
RT_101007206,OR_31004217,4,5
RT_101007207,OR_31005368,1,5
RT_101007208,OR_31004938,3,1
RT_101007209,OR_31002608,3,4
RT_101007210,OR_31006684,1,3
RT_101007211,OR_31002216,3,2
RT_101007212,OR_31002723,4,4
RT_101007213,OR_31003440,2,2
RT_101007214,OR_31007842,1,5
RT_101007215,OR_31000464,3,4
RT_101007216,OR_31006422,5,1
RT_101007217,OR_31008240,1,5
RT_101007218,OR_31005796,4,5
RT_101007219,OR_31002642,2,5
RT_101007220,OR_31006955,3,4
RT_101007221,OR_31005156,1,4
RT_101007222,OR_31001109,5,3
RT_101007223,OR_31002697,2,4
RT_101007224,OR_31006099,4,4
RT_101007225,OR_31006993,4,4
RT_101007226,OR_31008717,2,2
RT_101007227,OR_31006160,1,4
RT_101007228,OR_31006992,3,5
RT_101007229,OR_31009310,3,2
RT_101007230,OR_31009306,2,4
RT_101007231,OR_31009275,5,5
RT_101007232,OR_31009250,2,2
RT_101007233,OR_31009641,4,1
RT_101007234,OR_31001307,2,4
RT_101007235,OR_31004031,1,1
RT_101007236,OR_31009863,3,5
RT_101007237,OR_31006055,5,4
RT_101007238,OR_31002304,5,4
RT_101007239,OR_31002291,1,4
RT_101007240,OR_31007324,2,5
RT_101007241,OR_31006356,3,2
RT_101007242,OR_31006747,2,4
RT_101007243,OR_31009795,1,2
RT_101007244,OR_31001064,5,2
RT_101007245,OR_31009005,4,5
RT_101007246,OR_31005295,1,3
RT_101007247,OR_31006374,3,5
RT_101007248,OR_31002354,2,1
RT_101007249,OR_31009047,4,5
RT_101007250,OR_31005467,4,3
RT_101007251,OR_31000220,5,2
RT_101007252,OR_31006746,1,2
RT_101007253,OR_31007026,3,4
RT_101007254,OR_31007391,2,5
RT_101007255,OR_31008567,3,5
RT_101007256,OR_31004168,5,5
RT_101007257,OR_31005926,3,2
RT_101007258,OR_31008299,2,5
RT_101007259,OR_31004030,2,5
RT_101007260,OR_31001605,3,5
RT_101007261,OR_31003053,3,5
RT_101007262,OR_31008127,3,4
RT_101007263,OR_31008906,5,1
RT_101007264,OR_31006106,5,2
RT_101007265,OR_31008415,2,3
RT_101007266,OR_31001631,1,4
RT_101007267,OR_31001671,2,5
RT_101007268,OR_31001837,3,2
RT_101007269,OR_31001522,4,2
RT_101007270,OR_31008375,3,5
RT_101007271,OR_31002729,5,1
RT_101007272,OR_31005375,5,5
RT_101007273,OR_31001564,3,2
RT_101007274,OR_31001825,2,5
RT_101007275,OR_31008217,1,5
RT_101007276,OR_31007034,1,3
RT_101007277,OR_31002804,3,3
RT_101007278,OR_31006343,1,4
RT_101007279,OR_31002843,5,5
RT_101007280,OR_31007697,2,4
RT_101007281,OR_31002753,2,1
RT_101007282,OR_31001565,1,2
RT_101007283,OR_31004979,5,5
RT_101007284,OR_31008938,4,4
RT_101007285,OR_31007061,2,1
RT_101007286,OR_31000360,2,4
RT_101007287,OR_31003862,1,3
RT_101007288,OR_31000824,4,4
RT_101007289,OR_31004005,2,5
RT_101007290,OR_31003830,5,5
RT_101007291,OR_31007166,1,5
RT_101007292,OR_31008398,4,2
RT_101007293,OR_31000274,5,2
RT_101007294,OR_31005941,5,2
RT_101007295,OR_31001940,3,5
RT_101007296,OR_31002335,3,3
RT_101007297,OR_31006922,5,3
RT_101007298,OR_31005394,5,5
RT_101007299,OR_31007213,3,1
RT_101007300,OR_31001931,1,5
RT_101007301,OR_31005696,1,1
RT_101007302,OR_31000229,2,2
RT_101007303,OR_31000093,3,3
RT_101007304,OR_31004475,1,4
RT_101007305,OR_31001354,2,2
RT_101007306,OR_31003551,1,1
RT_101007307,OR_31002286,3,3
RT_101007308,OR_31000183,2,1
RT_101007309,OR_31006185,3,2
RT_101007310,OR_31000446,1,3
RT_101007311,OR_31001060,3,1
RT_101007312,OR_31009780,2,1
RT_101007313,OR_31007276,1,4
RT_101007314,OR_31003433,5,3
RT_101007315,OR_31005991,1,5
RT_101007316,OR_31007032,2,4
RT_101007317,OR_31005682,3,5
RT_101007318,OR_31007693,4,4
RT_101007319,OR_31009816,2,2
RT_101007320,OR_31004889,2,1
RT_101007321,OR_31004599,4,4
RT_101007322,OR_31003757,1,2
RT_101007323,OR_31007202,1,1
RT_101007324,OR_31008791,1,5
RT_101007325,OR_31004821,3,3
RT_101007326,OR_31007600,3,4
RT_101007327,OR_31004701,1,1
RT_101007328,OR_31005958,2,3
RT_101007329,OR_31004390,5,1
RT_101007330,OR_31001316,3,4
RT_101007331,OR_31003598,4,4
RT_101007332,OR_31005721,4,5
RT_101007333,OR_31005645,4,1
RT_101007334,OR_31004224,1,4
RT_101007335,OR_31001990,4,4
RT_101007336,OR_31005818,5,5
RT_101007337,OR_31007736,2,4
RT_101007338,OR_31007393,2,4
RT_101007339,OR_31002365,5,1
RT_101007340,OR_31008294,5,4
RT_101007341,OR_31006983,4,1
RT_101007342,OR_31006553,3,5
RT_101007343,OR_31004039,1,1
RT_101007344,OR_31003220,2,4
RT_101007345,OR_31005560,3,4
RT_101007346,OR_31007142,1,2
RT_101007347,OR_31003408,2,3
RT_101007348,OR_31006909,5,4
RT_101007349,OR_31001796,2,1
RT_101007350,OR_31008635,3,5
RT_101007351,OR_31000957,4,2
RT_101007352,OR_31008749,1,5
RT_101007353,OR_31003280,5,4
RT_101007354,OR_31003606,1,2
RT_101007355,OR_31002647,3,4
RT_101007356,OR_31009970,1,5
RT_101007357,OR_31000409,3,3
RT_101007358,OR_31000599,3,3
RT_101007359,OR_31008187,2,4
RT_101007360,OR_31007783,4,5
RT_101007361,OR_31008966,5,2
RT_101007362,OR_31003518,5,5
RT_101007363,OR_31005769,4,4
RT_101007364,OR_31009105,5,1
RT_101007365,OR_31005264,1,2
RT_101007366,OR_31005919,4,4
RT_101007367,OR_31003293,1,1
RT_101007368,OR_31009280,1,2
