Order_ID,Customer_ID,Product_ID,Order_Date,Order_Time,Quantity,Coupon,Coupon_Discount,DP_ID
OR_31005461,CS_11004234,PD_21004162,2024-12-12,23:43:22,7,SUMMER15,10,DV_61000002
OR_31005462,CS_11003765,PD_21002063,2024-03-23,0:23:46,9,No Coupons,0,DV_61000004
OR_31005463,CS_11007102,PD_21002007,2024-06-07,23:48:37,8,No Coupons,0,DV_61000003
OR_31005464,CS_11001023,PD_21001356,2024-11-23,16:29:28,10,WELCOME10,10,DV_61000003
OR_31005465,CS_11008116,PD_21004015,2024-07-22,0:38:16,8,No Coupons,0,DV_61000001
OR_31005466,CS_11004566,PD_21000402,2024-11-04,7:31:44,1,SUMMER15,15,DV_61000005
OR_31005467,CS_11008920,PD_21003513,2024-10-12,10:37:34,8,No Coupons,0,DV_61000003
OR_31005468,CS_11006202,PD_21000878,2024-12-31,10:48:58,6,SAROS30,20,DV_61000003
OR_31005469,CS_11007920,PD_21009154,2024-12-08,5:39:44,7,No Coupons,0,DV_61000004
OR_31005470,CS_11005403,PD_21007995,2024-11-02,10:09:24,4,SAROS30,10,DV_61000003
OR_31005471,CS_11008809,PD_21002186,2024-03-31,20:29:32,6,No Coupons,0,DV_61000004
OR_31005472,CS_11007330,PD_21004389,2024-07-31,16:55:23,9,No Coupons,0,DV_61000005
OR_31005473,CS_11000784,PD_21001024,2024-07-22,15:34:38,6,WELCOME10,20,DV_61000001
OR_31005474,CS_11008054,PD_21008845,2024-05-09,17:41:37,10,SUMMER15,15,DV_61000001
OR_31005475,CS_11004529,PD_21003415,2024-05-13,14:40:05,8,SUMMER15,20,DV_61000005
OR_31005476,CS_11002046,PD_21000716,2024-09-01,22:38:09,5,FESTIVE20,20,DV_61000005
OR_31005477,CS_11009360,PD_21007997,2024-11-15,14:36:23,5,WELCOME10,10,DV_61000002
OR_31005478,CS_11003919,PD_21000039,2024-11-03,9:54:44,2,SUMMER15,10,DV_61000003
OR_31005479,CS_11000454,PD_21005931,2024-10-26,4:08:54,5,FESTIVE20,20,DV_61000003
OR_31005480,CS_11004522,PD_21007080,2024-11-11,23:30:18,10,FESTIVE20,20,DV_61000003
OR_31005481,CS_11003349,PD_21007496,2024-08-10,6:00:34,2,FESTIVE20,10,DV_61000004
OR_31005482,CS_11008691,PD_21006762,2024-06-29,9:08:30,3,WELCOME10,15,DV_61000002
OR_31005483,CS_11004461,PD_21001204,2024-12-03,20:08:15,10,No Coupons,0,DV_61000003
OR_31005484,CS_11006703,PD_21005913,2024-06-16,3:28:36,10,SUMMER15,15,DV_61000004
OR_31005485,CS_11005058,PD_21003767,2025-02-18,15:22:12,10,WELCOME10,20,DV_61000004
OR_31005486,CS_11008183,PD_21007120,2024-10-29,6:46:46,5,WELCOME10,10,DV_61000001
OR_31005487,CS_11008692,PD_21005836,2024-04-28,3:08:37,4,No Coupons,0,DV_61000004
OR_31005488,CS_11003684,PD_21000683,2024-12-03,6:12:21,9,SAROS30,10,DV_61000005
OR_31005489,CS_11002556,PD_21003038,2024-10-28,22:43:59,5,SUMMER15,15,DV_61000004
OR_31005490,CS_11006145,PD_21001703,2025-02-06,0:55:20,9,WELCOME10,10,DV_61000005
OR_31005491,CS_11004699,PD_21003408,2024-09-14,9:00:39,3,WELCOME10,15,DV_61000005
OR_31005492,CS_11007804,PD_21009257,2024-04-18,22:04:35,9,WELCOME10,10,DV_61000001
OR_31005493,CS_11002392,PD_21006574,2024-06-21,1:12:49,2,SAROS30,15,DV_61000001
OR_31005494,CS_11003750,PD_21009395,2024-04-25,15:30:36,6,No Coupons,0,DV_61000004
OR_31005495,CS_11002149,PD_21007696,2024-04-12,5:23:16,10,WELCOME10,20,DV_61000001
OR_31005496,CS_11004961,PD_21005857,2025-01-17,23:02:46,5,No Coupons,0,DV_61000001
OR_31005497,CS_11001750,PD_21003249,2024-09-24,21:02:11,10,SUMMER15,15,DV_61000003
OR_31005498,CS_11003151,PD_21003522,2024-09-04,2:05:13,1,WELCOME10,15,DV_61000004
OR_31005499,CS_11005842,PD_21002040,2024-11-17,20:01:36,2,No Coupons,0,DV_61000004
OR_31005500,CS_11008111,PD_21000866,2024-07-19,14:35:29,2,SUMMER15,10,DV_61000004
OR_31005501,CS_11009943,PD_21003766,2024-04-01,23:16:01,6,FESTIVE20,10,DV_61000001
OR_31005502,CS_11003493,PD_21007847,2024-04-15,3:41:46,4,FESTIVE20,15,DV_61000001
OR_31005503,CS_11009461,PD_21007595,2024-11-12,10:07:52,7,SUMMER15,15,DV_61000005
OR_31005504,CS_11005344,PD_21001625,2024-12-13,8:51:28,9,WELCOME10,10,DV_61000002
OR_31005505,CS_11005007,PD_21002763,2024-04-27,9:24:20,2,SAROS30,15,DV_61000002
OR_31005506,CS_11000344,PD_21002718,2024-12-08,20:59:36,4,WELCOME10,15,DV_61000002
OR_31005507,CS_11009897,PD_21004403,2025-02-18,2:11:29,6,SUMMER15,10,DV_61000003
OR_31005508,CS_11003720,PD_21002198,2024-08-14,6:46:29,6,No Coupons,0,DV_61000001
OR_31005509,CS_11000031,PD_21002636,2025-01-29,1:11:59,6,SUMMER15,20,DV_61000005
OR_31005510,CS_11003194,PD_21002407,2024-11-22,12:34:59,9,WELCOME10,20,DV_61000005
OR_31005511,CS_11005455,PD_21004901,2025-01-27,22:50:58,3,WELCOME10,10,DV_61000002
OR_31005512,CS_11000763,PD_21007603,2025-02-23,0:59:25,10,SUMMER15,15,DV_61000003
OR_31005513,CS_11004905,PD_21009081,2024-06-16,18:29:19,9,No Coupons,0,DV_61000003
OR_31005514,CS_11006815,PD_21003535,2024-10-09,11:01:40,8,No Coupons,0,DV_61000002
OR_31005515,CS_11004864,PD_21008658,2024-04-19,7:16:04,1,WELCOME10,20,DV_61000002
OR_31005516,CS_11008457,PD_21001642,2024-12-31,17:46:38,5,SUMMER15,15,DV_61000001
OR_31005517,CS_11000225,PD_21004600,2024-05-17,16:30:45,1,No Coupons,0,DV_61000003
OR_31005518,CS_11005602,PD_21009476,2024-03-07,1:14:33,9,WELCOME10,10,DV_61000005
OR_31005519,CS_11008742,PD_21000069,2024-10-11,12:49:09,3,No Coupons,0,DV_61000002
OR_31005520,CS_11003647,PD_21008183,2024-07-10,1:40:50,9,SUMMER15,20,DV_61000001
OR_31005521,CS_11002116,PD_21008731,2025-02-18,13:02:50,4,SAROS30,15,DV_61000005
OR_31005522,CS_11006076,PD_21004587,2025-02-26,12:28:24,4,No Coupons,0,DV_61000003
OR_31005523,CS_11009872,PD_21006341,2024-07-13,11:34:22,10,SAROS30,10,DV_61000002
OR_31005524,CS_11009679,PD_21000555,2024-05-25,19:33:24,2,No Coupons,0,DV_61000002
OR_31005525,CS_11003654,PD_21001803,2024-10-10,3:45:50,6,No Coupons,0,DV_61000001
OR_31005526,CS_11000214,PD_21003267,2025-02-24,12:02:01,7,No Coupons,0,DV_61000001
OR_31005527,CS_11008342,PD_21006095,2025-02-27,22:56:54,2,No Coupons,0,DV_61000003
OR_31005528,CS_11007731,PD_21006063,2025-02-26,7:56:28,10,No Coupons,0,DV_61000002
OR_31005529,CS_11004105,PD_21006923,2024-04-07,9:24:11,3,No Coupons,0,DV_61000001
OR_31005530,CS_11008101,PD_21009395,2024-10-12,3:24:47,9,WELCOME10,20,DV_61000002
OR_31005531,CS_11007708,PD_21001987,2024-06-10,22:40:37,1,SUMMER15,20,DV_61000003
OR_31005532,CS_11009614,PD_21001267,2024-08-15,4:01:43,8,WELCOME10,15,DV_61000002
OR_31005533,CS_11003529,PD_21005779,2024-06-18,17:20:24,1,WELCOME10,20,DV_61000005
OR_31005534,CS_11001957,PD_21003302,2025-01-26,14:51:30,7,FESTIVE20,15,DV_61000002
OR_31005535,CS_11009346,PD_21008764,2025-01-09,2:56:31,2,No Coupons,0,DV_61000004
OR_31005536,CS_11005085,PD_21002656,2025-01-06,11:31:52,7,WELCOME10,10,DV_61000004
OR_31005537,CS_11000107,PD_21008400,2025-01-20,9:57:14,3,No Coupons,0,DV_61000003
OR_31005538,CS_11006661,PD_21004171,2024-06-02,0:33:55,9,No Coupons,0,DV_61000003
OR_31005539,CS_11006405,PD_21009643,2024-06-08,11:20:29,4,FESTIVE20,15,DV_61000003
OR_31005540,CS_11004375,PD_21009810,2024-09-05,3:56:16,5,No Coupons,0,DV_61000005
OR_31005541,CS_11000488,PD_21008927,2024-11-23,3:27:57,1,No Coupons,0,DV_61000005
OR_31005542,CS_11007939,PD_21002356,2024-07-30,14:03:52,4,SAROS30,20,DV_61000002
OR_31005543,CS_11007516,PD_21008094,2024-08-29,23:07:52,4,No Coupons,0,DV_61000001
OR_31005544,CS_11001497,PD_21004023,2024-12-23,13:02:34,3,No Coupons,0,DV_61000004
OR_31005545,CS_11007342,PD_21002780,2024-11-15,7:27:19,6,SUMMER15,15,DV_61000004
OR_31005546,CS_11004366,PD_21005221,2024-11-17,7:02:48,5,SAROS30,20,DV_61000004
OR_31005547,CS_11006825,PD_21007959,2024-04-04,5:05:37,5,SAROS30,20,DV_61000002
OR_31005548,CS_11009280,PD_21008556,2024-10-11,0:30:37,5,No Coupons,0,DV_61000002
OR_31005549,CS_11001985,PD_21006330,2024-11-22,23:06:53,7,No Coupons,0,DV_61000003
OR_31005550,CS_11002676,PD_21008764,2025-01-14,23:36:43,6,No Coupons,0,DV_61000001
OR_31005551,CS_11002450,PD_21006667,2024-10-18,23:29:25,10,No Coupons,0,DV_61000003
OR_31005552,CS_11007877,PD_21009937,2025-01-06,22:09:00,5,SUMMER15,10,DV_61000002
OR_31005553,CS_11001248,PD_21007579,2024-12-28,16:17:49,10,FESTIVE20,20,DV_61000005
OR_31005554,CS_11003500,PD_21003557,2024-06-02,7:05:54,2,WELCOME10,15,DV_61000003
OR_31005555,CS_11008456,PD_21007286,2024-07-25,1:12:38,9,No Coupons,0,DV_61000002
OR_31005556,CS_11000414,PD_21007207,2024-07-19,6:47:57,2,No Coupons,0,DV_61000002
OR_31005557,CS_11008956,PD_21006418,2024-11-18,13:51:12,1,WELCOME10,20,DV_61000005
OR_31005558,CS_11008200,PD_21001340,2024-07-17,14:21:05,10,SAROS30,10,DV_61000005
OR_31005559,CS_11007169,PD_21002176,2024-10-23,12:19:43,3,SUMMER15,10,DV_61000005
OR_31005560,CS_11006477,PD_21000624,2024-10-09,18:34:28,2,SUMMER15,20,DV_61000001
OR_31005561,CS_11002035,PD_21006642,2024-04-11,3:28:57,6,No Coupons,0,DV_61000002
OR_31005562,CS_11005211,PD_21009268,2025-03-02,14:47:15,2,No Coupons,0,DV_61000005
OR_31005563,CS_11002942,PD_21004118,2024-07-29,15:10:05,4,WELCOME10,20,DV_61000001
OR_31005564,CS_11006255,PD_21003920,2025-02-23,15:23:19,8,SAROS30,15,DV_61000004
OR_31005565,CS_11005624,PD_21002175,2024-12-19,0:56:00,10,WELCOME10,20,DV_61000004
OR_31005566,CS_11005039,PD_21006050,2024-04-07,20:50:58,3,FESTIVE20,10,DV_61000004
OR_31005567,CS_11000213,PD_21007102,2024-09-03,4:36:59,4,SUMMER15,10,DV_61000002
OR_31005568,CS_11005010,PD_21005846,2024-09-29,2:46:13,10,WELCOME10,10,DV_61000001
OR_31005569,CS_11003723,PD_21007962,2024-05-30,17:58:52,1,No Coupons,0,DV_61000001
OR_31005570,CS_11001099,PD_21008801,2024-05-11,2:37:33,4,No Coupons,0,DV_61000004
OR_31005571,CS_11001501,PD_21008309,2024-06-10,6:58:44,1,WELCOME10,10,DV_61000003
OR_31005572,CS_11009295,PD_21002263,2024-09-23,17:29:06,10,WELCOME10,15,DV_61000004
OR_31005573,CS_11005689,PD_21006403,2024-12-31,15:05:44,1,No Coupons,0,DV_61000002
OR_31005574,CS_11001926,PD_21009866,2024-05-24,2:32:56,6,FESTIVE20,10,DV_61000004
OR_31005575,CS_11000444,PD_21005217,2024-08-27,20:17:46,10,SUMMER15,15,DV_61000004
OR_31005576,CS_11002915,PD_21006233,2024-07-21,15:52:16,4,FESTIVE20,20,DV_61000001
OR_31005577,CS_11000118,PD_21009047,2024-11-02,19:33:00,10,SUMMER15,20,DV_61000004
OR_31005578,CS_11008062,PD_21003387,2024-03-31,10:20:25,6,FESTIVE20,15,DV_61000005
OR_31005579,CS_11007044,PD_21001166,2024-04-29,10:57:11,4,No Coupons,0,DV_61000005
OR_31005580,CS_11002078,PD_21006523,2024-09-07,0:20:00,6,WELCOME10,20,DV_61000003
OR_31005581,CS_11005448,PD_21000800,2025-01-28,4:54:18,7,FESTIVE20,10,DV_61000002
OR_31005582,CS_11003554,PD_21008356,2024-05-14,4:05:55,8,SAROS30,15,DV_61000002
OR_31005583,CS_11001686,PD_21004333,2024-11-01,13:05:38,3,No Coupons,0,DV_61000001
OR_31005584,CS_11008112,PD_21004831,2024-03-27,2:15:39,7,SAROS30,20,DV_61000002
OR_31005585,CS_11002275,PD_21003531,2024-05-25,1:08:39,5,SUMMER15,10,DV_61000003
OR_31005586,CS_11006386,PD_21002822,2024-06-12,15:02:28,3,SAROS30,10,DV_61000005
OR_31005587,CS_11001590,PD_21008424,2024-10-27,1:04:31,1,FESTIVE20,10,DV_61000001
OR_31005588,CS_11002192,PD_21000232,2025-03-02,17:15:57,8,No Coupons,0,DV_61000005
OR_31005589,CS_11000438,PD_21004998,2024-04-07,7:34:38,9,WELCOME10,10,DV_61000003
OR_31005590,CS_11009822,PD_21003366,2024-06-16,8:35:06,5,SAROS30,20,DV_61000001
OR_31005591,CS_11001440,PD_21007500,2024-12-10,17:51:05,3,SUMMER15,10,DV_61000004
OR_31005592,CS_11004349,PD_21003334,2024-12-16,6:38:37,6,SAROS30,10,DV_61000002
OR_31005593,CS_11007887,PD_21003898,2025-01-15,20:29:35,6,SUMMER15,10,DV_61000003
OR_31005594,CS_11005180,PD_21005464,2024-03-06,14:31:57,6,SAROS30,15,DV_61000001
OR_31005595,CS_11001708,PD_21006519,2024-10-21,6:53:38,10,FESTIVE20,20,DV_61000005
OR_31005596,CS_11006358,PD_21008073,2024-09-09,0:27:28,10,SAROS30,10,DV_61000001
OR_31005597,CS_11009692,PD_21001447,2024-10-08,23:42:27,3,No Coupons,0,DV_61000004
OR_31005598,CS_11008960,PD_21002018,2024-05-10,20:58:53,5,SUMMER15,10,DV_61000003
OR_31005599,CS_11003353,PD_21002504,2024-11-09,5:15:57,8,WELCOME10,20,DV_61000001
OR_31005600,CS_11005776,PD_21003243,2024-04-13,8:42:44,10,SUMMER15,10,DV_61000003
OR_31005601,CS_11002956,PD_21004783,2024-12-04,7:12:42,1,SUMMER15,10,DV_61000003
OR_31005602,CS_11008546,PD_21005096,2024-06-13,10:37:41,4,No Coupons,0,DV_61000005
OR_31005603,CS_11008461,PD_21003096,2024-11-23,7:37:43,3,FESTIVE20,10,DV_61000002
OR_31005604,CS_11002234,PD_21007659,2024-04-14,21:10:20,7,SAROS30,20,DV_61000004
OR_31005605,CS_11007264,PD_21000234,2024-08-02,20:38:27,10,FESTIVE20,15,DV_61000001
OR_31005606,CS_11008597,PD_21000891,2024-05-30,16:51:41,7,No Coupons,0,DV_61000002
OR_31005607,CS_11000770,PD_21004804,2024-07-01,15:51:08,6,No Coupons,0,DV_61000005
OR_31005608,CS_11003454,PD_21008067,2024-05-24,20:31:02,4,WELCOME10,10,DV_61000002
OR_31005609,CS_11006948,PD_21004255,2025-01-27,18:02:25,4,SAROS30,15,DV_61000003
OR_31005610,CS_11003807,PD_21008588,2024-08-09,13:23:35,7,WELCOME10,20,DV_61000003
OR_31005611,CS_11009773,PD_21009856,2024-08-13,5:47:55,7,SAROS30,15,DV_61000004
OR_31005612,CS_11009163,PD_21000177,2024-10-07,7:40:05,3,WELCOME10,20,DV_61000001
OR_31005613,CS_11005204,PD_21001709,2024-04-03,3:37:21,10,SAROS30,10,DV_61000001
OR_31005614,CS_11008103,PD_21006562,2024-12-04,4:13:09,2,SUMMER15,20,DV_61000005
OR_31005615,CS_11000645,PD_21003012,2024-06-23,4:21:44,4,WELCOME10,10,DV_61000004
OR_31005616,CS_11008889,PD_21001074,2024-10-19,23:47:06,6,SUMMER15,20,DV_61000001
OR_31005617,CS_11007931,PD_21000038,2024-07-15,0:26:04,4,WELCOME10,15,DV_61000003
OR_31005618,CS_11006586,PD_21006418,2024-06-10,13:16:56,9,FESTIVE20,10,DV_61000004
OR_31005619,CS_11003588,PD_21003655,2024-10-26,21:33:16,5,No Coupons,0,DV_61000002
OR_31005620,CS_11003070,PD_21001717,2024-08-25,20:29:06,3,No Coupons,0,DV_61000004
OR_31005621,CS_11006233,PD_21000642,2024-10-12,21:29:24,4,SUMMER15,15,DV_61000004
OR_31005622,CS_11001366,PD_21007251,2024-08-04,22:20:05,3,No Coupons,0,DV_61000001
OR_31005623,CS_11007728,PD_21007208,2024-07-29,14:09:43,9,FESTIVE20,20,DV_61000005
OR_31005624,CS_11001485,PD_21001999,2025-02-15,4:48:33,4,No Coupons,0,DV_61000005
OR_31005625,CS_11003347,PD_21007169,2024-06-09,6:23:20,8,No Coupons,0,DV_61000001
OR_31005626,CS_11004360,PD_21008016,2024-04-22,4:31:28,1,FESTIVE20,20,DV_61000001
OR_31005627,CS_11000474,PD_21006177,2024-09-29,2:46:45,5,FESTIVE20,15,DV_61000001
OR_31005628,CS_11005756,PD_21001393,2024-12-17,22:47:24,6,SAROS30,10,DV_61000005
OR_31005629,CS_11008381,PD_21008063,2024-11-02,3:11:25,3,FESTIVE20,20,DV_61000001
OR_31005630,CS_11005854,PD_21001857,2024-07-26,13:33:55,5,FESTIVE20,15,DV_61000002
OR_31005631,CS_11001823,PD_21005178,2024-03-06,7:00:43,5,FESTIVE20,15,DV_61000002
OR_31005632,CS_11006169,PD_21001314,2024-11-04,5:34:23,10,WELCOME10,15,DV_61000003
OR_31005633,CS_11009570,PD_21005786,2024-11-04,5:24:48,5,SAROS30,10,DV_61000002
OR_31005634,CS_11007356,PD_21003581,2024-08-13,22:52:31,2,SUMMER15,15,DV_61000004
OR_31005635,CS_11007905,PD_21000835,2024-11-10,1:14:46,6,FESTIVE20,20,DV_61000003
OR_31005636,CS_11009202,PD_21007086,2025-03-02,2:05:23,5,FESTIVE20,15,DV_61000002
OR_31005637,CS_11009894,PD_21006306,2024-12-26,19:51:21,5,SAROS30,10,DV_61000004
OR_31005638,CS_11009468,PD_21000056,2024-05-30,3:28:03,1,WELCOME10,15,DV_61000002
OR_31005639,CS_11000471,PD_21003826,2025-02-07,23:41:31,10,SAROS30,20,DV_61000004
OR_31005640,CS_11008792,PD_21005807,2024-10-17,1:57:59,2,No Coupons,0,DV_61000001
OR_31005641,CS_11001266,PD_21004471,2024-09-19,4:04:22,10,No Coupons,0,DV_61000004
OR_31005642,CS_11000894,PD_21006759,2024-08-14,12:59:38,5,No Coupons,0,DV_61000001
OR_31005643,CS_11004651,PD_21004918,2024-05-05,21:19:18,4,SUMMER15,15,DV_61000004
OR_31005644,CS_11001630,PD_21009706,2024-06-27,9:04:59,7,No Coupons,0,DV_61000004
OR_31005645,CS_11003305,PD_21003836,2024-09-27,0:42:19,10,SAROS30,20,DV_61000002
OR_31005646,CS_11005667,PD_21003353,2024-07-12,16:29:52,6,SAROS30,15,DV_61000004
OR_31005647,CS_11003815,PD_21007855,2024-06-16,18:28:25,4,WELCOME10,20,DV_61000002
OR_31005648,CS_11009974,PD_21000588,2024-05-02,15:15:25,8,No Coupons,0,DV_61000004
OR_31005649,CS_11004468,PD_21005033,2025-02-23,7:20:52,4,FESTIVE20,15,DV_61000005
OR_31005650,CS_11009702,PD_21005834,2025-01-16,13:07:05,2,SAROS30,20,DV_61000003
OR_31005651,CS_11004489,PD_21007421,2025-02-16,0:59:47,9,No Coupons,0,DV_61000002
OR_31005652,CS_11000170,PD_21004711,2024-06-03,12:06:13,2,FESTIVE20,20,DV_61000002
OR_31005653,CS_11006023,PD_21006980,2025-02-11,19:55:08,2,FESTIVE20,20,DV_61000001
OR_31005654,CS_11006092,PD_21008741,2024-06-02,14:38:29,6,FESTIVE20,20,DV_61000005
OR_31005655,CS_11004464,PD_21008503,2024-11-14,18:02:47,10,WELCOME10,10,DV_61000001
OR_31005656,CS_11009076,PD_21009937,2024-09-02,18:51:40,5,FESTIVE20,15,DV_61000005
OR_31005657,CS_11002706,PD_21005124,2024-07-14,15:49:56,8,No Coupons,0,DV_61000005
OR_31005658,CS_11008318,PD_21002562,2025-02-02,18:55:48,8,WELCOME10,10,DV_61000004
OR_31005659,CS_11003431,PD_21003242,2024-03-08,19:49:03,4,SUMMER15,15,DV_61000001
OR_31005660,CS_11009953,PD_21003735,2025-01-29,13:35:02,5,SUMMER15,10,DV_61000003
OR_31005661,CS_11000313,PD_21009232,2024-05-02,22:52:54,6,No Coupons,0,DV_61000005
OR_31005662,CS_11002345,PD_21003663,2024-05-06,15:40:13,8,SAROS30,10,DV_61000005
OR_31005663,CS_11002103,PD_21006412,2024-06-26,12:14:14,6,SAROS30,10,DV_61000002
OR_31005664,CS_11000714,PD_21003432,2024-06-13,19:17:26,2,SAROS30,10,DV_61000004
OR_31005665,CS_11009660,PD_21003983,2024-06-02,17:54:11,6,WELCOME10,20,DV_61000003
OR_31005666,CS_11005119,PD_21001392,2024-05-14,16:16:56,3,SUMMER15,15,DV_61000005
OR_31005667,CS_11000204,PD_21004903,2024-03-08,4:33:43,1,FESTIVE20,10,DV_61000002
OR_31005668,CS_11005641,PD_21003930,2024-06-04,8:54:00,1,No Coupons,0,DV_61000001
OR_31005669,CS_11000499,PD_21004193,2024-06-12,12:40:47,9,SUMMER15,10,DV_61000005
OR_31005670,CS_11005461,PD_21006357,2024-03-28,13:21:37,2,No Coupons,0,DV_61000002
OR_31005671,CS_11003189,PD_21008624,2024-07-07,12:51:37,1,No Coupons,0,DV_61000001
OR_31005672,CS_11000685,PD_21008089,2025-02-22,18:39:45,4,WELCOME10,20,DV_61000004
OR_31005673,CS_11006335,PD_21002565,2024-06-04,8:50:28,5,FESTIVE20,20,DV_61000001
OR_31005674,CS_11009458,PD_21009298,2024-05-12,5:39:40,6,No Coupons,0,DV_61000005
OR_31005675,CS_11004693,PD_21005447,2025-01-26,14:16:08,10,SUMMER15,20,DV_61000003
OR_31005676,CS_11005353,PD_21007080,2024-10-09,12:35:45,10,SUMMER15,20,DV_61000001
OR_31005677,CS_11004406,PD_21006304,2024-09-05,14:40:00,4,SUMMER15,20,DV_61000003
OR_31005678,CS_11005507,PD_21000706,2025-01-14,8:55:57,7,FESTIVE20,15,DV_61000003
OR_31005679,CS_11004358,PD_21006563,2024-11-24,13:37:45,8,No Coupons,0,DV_61000001
OR_31005680,CS_11003722,PD_21002071,2024-07-31,10:31:46,2,SAROS30,20,DV_61000004
OR_31005681,CS_11001267,PD_21008053,2024-11-22,15:02:58,9,SAROS30,20,DV_61000001
OR_31005682,CS_11002321,PD_21002605,2024-10-13,9:54:49,7,SUMMER15,15,DV_61000002
OR_31005683,CS_11006758,PD_21007685,2024-11-08,3:20:09,6,No Coupons,0,DV_61000003
OR_31005684,CS_11000359,PD_21009923,2024-11-04,19:40:14,6,WELCOME10,20,DV_61000005
OR_31005685,CS_11004653,PD_21006546,2024-04-22,5:15:06,7,SAROS30,10,DV_61000003
OR_31005686,CS_11002798,PD_21008965,2024-05-15,4:57:27,1,WELCOME10,20,DV_61000005
OR_31005687,CS_11008388,PD_21004651,2024-12-04,22:00:02,4,No Coupons,0,DV_61000002
OR_31005688,CS_11004303,PD_21002878,2024-11-23,10:15:36,3,FESTIVE20,20,DV_61000002
OR_31005689,CS_11005354,PD_21005948,2024-04-24,1:49:56,6,WELCOME10,10,DV_61000002
OR_31005690,CS_11000347,PD_21005193,2024-11-03,3:05:25,10,No Coupons,0,DV_61000001
OR_31005691,CS_11000213,PD_21005460,2024-07-12,12:22:09,7,SAROS30,10,DV_61000003
OR_31005692,CS_11002917,PD_21004779,2024-04-18,3:01:05,6,FESTIVE20,10,DV_61000005
OR_31005693,CS_11003340,PD_21004525,2024-12-13,13:23:42,9,SAROS30,20,DV_61000002
OR_31005694,CS_11005129,PD_21003267,2025-02-18,5:34:31,2,FESTIVE20,15,DV_61000002
OR_31005695,CS_11008318,PD_21007694,2024-09-16,23:15:12,6,SUMMER15,10,DV_61000005
OR_31005696,CS_11004901,PD_21008968,2024-10-25,4:02:12,5,WELCOME10,15,DV_61000003
OR_31005697,CS_11002099,PD_21001728,2024-03-24,11:57:15,5,FESTIVE20,20,DV_61000003
OR_31005698,CS_11004130,PD_21003929,2024-07-24,18:11:00,10,SUMMER15,15,DV_61000005
OR_31005699,CS_11002937,PD_21003652,2024-08-16,2:04:41,4,WELCOME10,20,DV_61000004
OR_31005700,CS_11006626,PD_21001794,2024-03-15,2:06:51,9,No Coupons,0,DV_61000003
OR_31005701,CS_11006891,PD_21004592,2024-08-03,4:34:23,6,SAROS30,15,DV_61000005
OR_31005702,CS_11000691,PD_21008028,2025-02-16,12:59:58,5,No Coupons,0,DV_61000005
OR_31005703,CS_11002807,PD_21007386,2024-11-21,21:14:35,8,No Coupons,0,DV_61000002
OR_31005704,CS_11001673,PD_21006359,2024-04-30,5:21:55,8,WELCOME10,20,DV_61000005
OR_31005705,CS_11000489,PD_21006605,2024-09-29,5:19:38,1,SUMMER15,15,DV_61000001
OR_31005706,CS_11008810,PD_21009469,2024-05-10,11:50:35,6,SAROS30,10,DV_61000002
OR_31005707,CS_11005639,PD_21008319,2024-06-22,7:27:34,4,No Coupons,0,DV_61000002
OR_31005708,CS_11003109,PD_21006901,2024-11-08,12:55:45,4,WELCOME10,10,DV_61000003
OR_31005709,CS_11008490,PD_21001823,2024-05-05,11:42:20,1,SUMMER15,15,DV_61000004
OR_31005710,CS_11003922,PD_21005086,2024-03-17,4:44:49,8,FESTIVE20,10,DV_61000003
OR_31005711,CS_11009490,PD_21009765,2024-09-10,10:10:49,4,WELCOME10,15,DV_61000001
OR_31005712,CS_11007576,PD_21003175,2024-07-25,2:04:30,2,FESTIVE20,20,DV_61000002
OR_31005713,CS_11000621,PD_21000220,2024-07-19,12:22:00,1,FESTIVE20,10,DV_61000002
OR_31005714,CS_11004208,PD_21004819,2024-08-13,2:48:39,5,FESTIVE20,20,DV_61000005
OR_31005715,CS_11004264,PD_21002143,2024-10-16,12:30:50,8,WELCOME10,15,DV_61000004
OR_31005716,CS_11004784,PD_21006272,2025-02-01,21:26:35,5,No Coupons,0,DV_61000004
OR_31005717,CS_11003655,PD_21008730,2024-09-18,15:37:11,6,WELCOME10,10,DV_61000005
OR_31005718,CS_11000512,PD_21001128,2024-06-21,7:12:22,8,No Coupons,0,DV_61000001
OR_31005719,CS_11002113,PD_21006141,2024-11-10,13:37:27,9,FESTIVE20,20,DV_61000004
OR_31005720,CS_11008962,PD_21007050,2024-04-10,19:13:05,6,SUMMER15,15,DV_61000002
OR_31005721,CS_11005677,PD_21000815,2024-06-17,19:27:35,8,No Coupons,0,DV_61000001
OR_31005722,CS_11009985,PD_21001863,2024-11-12,11:19:42,6,WELCOME10,20,DV_61000003
OR_31005723,CS_11004023,PD_21002464,2025-02-28,21:57:47,8,No Coupons,0,DV_61000003
OR_31005724,CS_11001088,PD_21000230,2024-04-24,3:55:44,4,SAROS30,20,DV_61000001
OR_31005725,CS_11003058,PD_21008236,2024-09-27,15:51:55,1,SAROS30,10,DV_61000002
OR_31005726,CS_11004989,PD_21008105,2024-06-28,16:13:44,4,SUMMER15,15,DV_61000003
OR_31005727,CS_11004943,PD_21005853,2025-01-28,22:47:29,3,No Coupons,0,DV_61000002
OR_31005728,CS_11004146,PD_21009214,2025-01-21,5:21:56,10,WELCOME10,15,DV_61000005
OR_31005729,CS_11004186,PD_21007750,2025-01-29,4:43:13,10,SUMMER15,10,DV_61000004
